age_bucket,period,period_date,exposure_group,ln_parados,ln_contratos,ln_parados_contratos
40 to >44,2024-07,2024-07-01,zero,6.2121422571739195,4.976570254186954,1.2803680937675792
40 to >44,2024-08,2024-08-01,high,6.39529567521899,4.227785666393163,2.315392685440243
40 to >44,2024-08,2024-08-01,middle,6.1393349519661164,4.458070519670599,1.8802730553768197
40 to >44,2024-08,2024-08-01,zero,6.220139467124547,4.636753026581071,1.6195295299613222
40 to >44,2024-09,2024-09-01,high,6.374592558546672,4.771431164317726,1.7679524779345046
40 to >44,2024-09,2024-09-01,middle,6.1283095497307185,4.930905707115224,1.319692307749858
40 to >44,2024-09,2024-09-01,zero,6.2129561980673955,4.983746914189344,1.2610500564811313
40 to >44,2024-10,2024-10-01,high,6.375917962083224,4.808880901223337,1.7207196096338326
40 to >44,2024-10,2024-10-01,middle,6.132085204398572,5.010949328704584,1.3024591014414255
40 to >44,2024-10,2024-10-01,zero,6.21621204219041,5.075286700777769,1.1810902880817158
40 to >44,2024-11,2024-11-01,high,6.380167126819574,4.640720977311035,1.853441140002269
40 to >44,2024-11,2024-11-01,middle,6.135283455476253,4.838295686542296,1.4426523174734085
40 to >44,2024-11,2024-11-01,zero,6.217088971251336,4.92500679620347,1.3219197322460283
40 to >44,2024-12,2024-12-01,high,6.377771607251842,4.502656074177661,2.0648828096092173
40 to >44,2024-12,2024-12-01,middle,6.129066598254443,4.591651099798642,1.7146894465376314
40 to >44,2024-12,2024-12-01,zero,6.222541651658679,4.714152781645888,1.5588512727434427
40 to >44,2025-01,2025-01-01,high,6.38750432836584,4.721630174372978,1.8242658136955148
40 to >44,2025-01,2025-01-01,middle,6.137497121832529,4.772348915108938,1.450377757735274
40 to >44,2025-01,2025-01-01,zero,6.232131579943795,4.9923051403365415,1.2970555748433674
40 to >44,2025-02,2025-02-01,high,6.393235964061108,4.618460710560569,1.9443473807687022
40 to >44,2025-02,2025-02-01,middle,6.118345225482533,4.770963376375952,1.5385654616374222
40 to >44,2025-02,2025-02-01,zero,6.218726518716293,4.866888630154822,1.4021145155396795
40 to >44,2025-03,2025-03-01,high,6.388673711695884,4.6173521922378935,1.9049792754653188
40 to >44,2025-03,2025-03-01,middle,6.109092383101164,4.799732068791484,1.4346287955521382
40 to >44,2025-03,2025-03-01,zero,6.213350732446694,4.952725530228792,1.31702550334734
40 to >44,2025-04,2025-04-01,high,6.378374880146173,4.644151300115754,1.9025658019438374
40 to >44,2025-04,2025-04-01,middle,6.103921773744057,4.715522121158179,1.5291574842966025
40 to >44,2025-04,2025-04-01,zero,6.194823931622811,4.906176370955673,1.343385831676667
40 to >44,2025-05,2025-05-01,high,6.366268373060685,4.536577453164099,1.9016687315977325
40 to >44,2025-05,2025-05-01,middle,6.080040838126698,4.81386453684334,1.4251802612884379
40 to >44,2025-05,2025-05-01,zero,6.172718636719466,4.888185688316599,1.3144518449616944
40 to >44,2025-06,2025-06-01,high,6.356622320099436,4.601753066206426,1.8895308420147023
40 to >44,2025-06,2025-06-01,middle,6.070507081128214,4.784260033530924,1.4801008690128308
40 to >44,2025-06,2025-06-01,zero,6.153575039816863,4.891234106724461,1.2883920449802098
40 to >44,2025-07,2025-07-01,high,6.369007705485305,4.630630025575361,1.8851648621501678
40 to >44,2025-07,2025-07-01,middle,6.096024982873579,4.824209491625871,1.4870665168826434
40 to >44,2025-07,2025-07-01,zero,6.155001792967157,4.954728113579605,1.2287581992338341
40 to >44,2025-08,2025-08-01,high,6.388998166244444,4.13017042946969,2.3981192230622024
40 to >44,2025-08,2025-08-01,middle,6.095135360896851,4.44012483289803,1.836726646453887
40 to >44,2025-08,2025-08-01,zero,6.16636232630018,4.588271696252255,1.6296446632378523
40 to >44,2025-09,2025-09-01,high,6.369093812487579,4.701505236412625,1.7523264353740216
40 to >44,2025-09,2025-09-01,middle,6.042982892930925,4.887090644009853,1.2435944737140388
40 to >44,2025-09,2025-09-01,zero,6.148891968097746,5.021113771865454,1.153828669075115
40 to >44,2025-10,2025-10-01,high,6.375013952375557,4.83059957939417,1.7070491985860126
40 to >44,2025-10,2025-10-01,middle,6.074260936258521,4.94151220342308,1.252973607813197
40 to >44,2025-10,2025-10-01,zero,6.1868271560809225,5.081584652631319,1.145507172404776
40 to >44,2025-11,2025-11-01,high,6.374288908186542,4.691218404264247,1.8732589696847015
40 to >44,2025-11,2025-11-01,middle,6.0682189739864825,4.681701799586011,1.4975884577758973
40 to >44,2025-11,2025-11-01,zero,6.163329899809089,4.878102888538224,1.3159638469695083
40 to >44,2025-12,2025-12-01,high,6.369257109819514,4.522641121895311,2.033052742313507
40 to >44,2025-12,2025-12-01,middle,6.077569005020675,4.52181786180218,1.6651765947961645
40 to >44,2025-12,2025-12-01,zero,6.174028099786391,4.656877216015922,1.5307619279491191
40 to >44,2026-01,2026-01-01,high,6.377133389100043,4.586105313267971,1.8969607379892859
40 to >44,2026-01,2026-01-01,middle,6.081332874672099,4.808474902255862,1.5024250217488138
40 to >44,2026-01,2026-01-01,zero,6.176287195859473,4.917279981802977,1.301648368147924
40 to >44,2026-02,2026-02-01,high,6.3747137669470195,4.610488653560439,1.9356870335084557
40 to >44,2026-02,2026-02-01,middle,6.07379224000314,4.7300209271606235,1.538336956473571
40 to >44,2026-02,2026-02-01,zero,6.165339459897693,4.852457453936711,1.3747345736412782
40 to >44,2026-03,2026-03-01,high,6.383077840273245,4.779494946866089,1.7906022267062658
40 to >44,2026-03,2026-03-01,middle,6.060537999416927,4.763039409621972,1.4201439846587471
40 to >44,2026-03,2026-03-01,zero,6.161144132306876,4.924737898634891,1.2615953361986236
<18 to 29,2021-01,2021-01-01,high,5.1365477191180595,4.476505877882791,0.7763638484156645
<18 to 29,2021-01,2021-01-01,middle,4.892757027141251,4.722616697359343,0.3185983642205488
<18 to 29,2021-01,2021-01-01,zero,4.789493421752511,4.738193569756675,0.0923524727999595
<18 to 29,2021-02,2021-02-01,high,5.147418769453054,4.537457503879958,0.787136042490479
<18 to 29,2021-02,2021-02-01,middle,4.9259748306002145,4.540559295973179,0.4476332229092732
<18 to 29,2021-02,2021-02-01,zero,4.814405888807315,4.710694226313296,0.12686909361625104
<18 to 29,2021-03,2021-03-01,high,5.120938243783174,4.743077560587317,0.5999967452422829
<18 to 29,2021-03,2021-03-01,middle,4.867512867455263,4.821995713852751,0.18037080678319453
<18 to 29,2021-03,2021-03-01,zero,4.738345098323226,4.840797815237872,-0.09744650061965245
<18 to 29,2021-04,2021-04-01,high,5.077969921501627,4.64072358587631,0.5886347439638817
<18 to 29,2021-04,2021-04-01,middle,4.837929892895405,4.756270241842626,0.20397616546825217
<18 to 29,2021-04,2021-04-01,zero,4.678422245211505,4.85336157745705,-0.1458210755608249
<18 to 29,2021-05,2021-05-01,high,4.960857336066607,4.758794289930234,0.3770816562247821
<18 to 29,2021-05,2021-05-01,middle,4.7273491558635765,4.905171345148631,-0.002495575824043105
<18 to 29,2021-05,2021-05-01,zero,4.632498315048251,4.855865815758292,-0.21517309022699813
<18 to 29,2021-06,2021-06-01,high,4.879909368624046,4.9650087475803355,0.06223350809125919
<18 to 29,2021-06,2021-06-01,middle,4.7067685128808305,4.929303890631889,-0.20080220047677885
<18 to 29,2021-06,2021-06-01,zero,4.549017352291987,5.067239236152324,-0.5159198333269203
<18 to 29,2021-07,2021-07-01,high,4.797858611754946,4.878443616516813,-0.026486767467146358
<18 to 29,2021-07,2021-07-01,middle,4.611731657913618,5.139673214214365,-0.43826391723376845
<18 to 29,2021-07,2021-07-01,zero,4.443714033926096,5.241272790798381,-0.7705497156470457
<18 to 29,2021-08,2021-08-01,high,4.810534873892928,4.506318446782199,0.38264586677246076
<18 to 29,2021-08,2021-08-01,middle,4.5822323507770575,4.703488320341337,-0.07626160588464964
<18 to 29,2021-08,2021-08-01,zero,4.424892798901831,4.882299506083948,-0.4069861918766907
<18 to 29,2021-09,2021-09-01,high,4.814254205062688,4.95065927809687,-0.12092289396432385
<18 to 29,2021-09,2021-09-01,middle,4.438496018220769,5.047096492709975,-0.5346255408521939
<18 to 29,2021-09,2021-09-01,zero,4.394164271399873,5.150045906727983,-0.7271666736311642
<18 to 29,2021-10,2021-10-01,high,4.8045223958643275,5.016805483404246,-0.06730945592389913
<18 to 29,2021-10,2021-10-01,middle,4.547825876222627,4.9877357457507046,-0.40831414251444925
<18 to 29,2021-10,2021-10-01,zero,4.395062353698454,5.081261775616365,-0.6512924651318208
<18 to 29,2021-11,2021-11-01,high,4.722118547657737,4.898854043495938,-0.08626045601915162
<18 to 29,2021-11,2021-11-01,middle,4.503780804468644,5.098355560406843,-0.4749870787620963
<18 to 29,2021-11,2021-11-01,zero,4.367689022781375,5.090583923162211,-0.6902890078665089
<18 to 29,2021-12,2021-12-01,high,4.729276072835292,4.679141780406099,0.06459169182536821
<18 to 29,2021-12,2021-12-01,middle,4.463376083187148,4.930391912529566,-0.3776822576363336
<18 to 29,2021-12,2021-12-01,zero,4.336442277319735,4.846594278718267,-0.48705749617010896
<18 to 29,2022-01,2022-01-01,high,4.698373037410214,4.808426992906723,-0.016812489166605216
<18 to 29,2022-01,2022-01-01,middle,4.454897465245632,4.951829223790095,-0.4100951330098876
<18 to 29,2022-01,2022-01-01,zero,4.334108865593047,4.932311006255974,-0.5744589968488447
<18 to 29,2022-02,2022-02-01,high,4.722964304637375,4.737318019204984,0.007215844214636653
<18 to 29,2022-02,2022-02-01,middle,4.446770613074638,4.8410976208003795,-0.4184940886649837
<18 to 29,2022-02,2022-02-01,zero,4.321654936765751,4.9304038513342565,-0.5650488729331077
<18 to 29,2022-03,2022-03-01,high,4.756886372140497,5.085391676768371,-0.26831358920472154
<18 to 29,2022-03,2022-03-01,middle,4.380625515544431,4.9567319760790856,-0.6271391295278806
<18 to 29,2022-03,2022-03-01,zero,4.374781788529713,5.038307207017017,-0.7083636715575303
<18 to 29,2022-04,2022-04-01,high,4.707298458419086,4.830847152528902,-0.08407091894640671
<18 to 29,2022-04,2022-04-01,middle,4.341404937620636,4.931821085957821,-0.4368271165605143
<18 to 29,2022-04,2022-04-01,zero,4.336613627820643,4.808067819849047,-0.5221485860042551
<18 to 29,2022-05,2022-05-01,high,4.602065800952788,4.880705794434649,-0.2502540400473052
<18 to 29,2022-05,2022-05-01,middle,4.274670634648418,4.892665401689096,-0.6488707439770001
<18 to 29,2022-05,2022-05-01,zero,4.249547892227499,4.996690703936626,-0.749449417389498
<18 to 29,2022-06,2022-06-01,high,4.621299111180227,5.013135628715862,-0.3795246286807367
<18 to 29,2022-06,2022-06-01,middle,4.349197980207304,5.047472478391934,-0.7858028299079138
<18 to 29,2022-06,2022-06-01,zero,4.262204905696639,5.101183233814834,-0.8897075685206094
<18 to 29,2022-07,2022-07-01,high,4.596994059159809,5.026941674771805,-0.42098091569375085
<18 to 29,2022-07,2022-07-01,middle,4.356536555908955,5.077184156178879,-0.7489804043003442
<18 to 29,2022-07,2022-07-01,zero,4.224619941249475,5.087752680624016,-0.9348233691905341
<18 to 29,2022-08,2022-08-01,high,4.623229308245771,4.610689352831854,0.02392568041919089
<18 to 29,2022-08,2022-08-01,middle,4.4739156665163495,4.833931203847292,-0.337320902260973
<18 to 29,2022-08,2022-08-01,zero,4.280353434472765,4.813603189265422,-0.5086661353178885
<18 to 29,2022-09,2022-09-01,high,4.624258485366348,5.035399877837371,-0.4201162178000422
<18 to 29,2022-09,2022-09-01,middle,4.463483281227461,5.134677342276879,-0.6804931411449615
<18 to 29,2022-09,2022-09-01,zero,4.232435272858212,5.029767745146177,-0.7601467312350118
<18 to 29,2022-10,2022-10-01,high,4.693273815591337,4.982305957189075,-0.2238601879473794
<18 to 29,2022-10,2022-10-01,middle,4.482965225548196,5.048056800176885,-0.5489588179925845
<18 to 29,2022-10,2022-10-01,zero,4.242744009974424,4.906400861513143,-0.6251813346007604
<18 to 29,2022-11,2022-11-01,high,4.77008686282254,4.7928536714376415,-0.038760672610377356
<18 to 29,2022-11,2022-11-01,middle,4.5272215560816385,4.890696851970759,-0.44013848835659997
<18 to 29,2022-11,2022-11-01,zero,4.261068624353659,4.772218722342239,-0.48648591385037826
<18 to 29,2022-12,2022-12-01,high,4.6984614830026015,4.572904485361173,0.15010029783641898
<18 to 29,2022-12,2022-12-01,middle,4.4539587782418,4.612875028037932,-0.17679414783698102
<18 to 29,2022-12,2022-12-01,zero,4.258255974435071,4.617936132163956,-0.30431559415654197
<18 to 29,2023-01,2023-01-01,high,4.641995867396193,4.679227935108666,0.0439728290089358
<18 to 29,2023-01,2023-01-01,middle,4.392828334344394,4.848212736545334,-0.3699264083770688
<18 to 29,2023-01,2023-01-01,zero,4.338240690503836,4.72250488079705,-0.37863847992312766
<18 to 29,2023-02,2023-02-01,high,4.750860061389797,4.731092218156595,0.0413496326813802
<18 to 29,2023-02,2023-02-01,middle,4.44670342417693,4.77603368166087,-0.2725745657949769
<18 to 29,2023-02,2023-02-01,zero,4.358712422887096,4.688698343544084,-0.28592886152789876
<18 to 29,2023-03,2023-03-01,high,4.7015448574120455,4.888979461190247,-0.11805239881646909
<18 to 29,2023-03,2023-03-01,middle,4.4945104906613125,4.899782254579514,-0.44925971395609515
<18 to 29,2023-03,2023-03-01,zero,4.329052439942587,4.854112076304788,-0.5100793740653428
<18 to 29,2023-04,2023-04-01,high,4.63625353497947,4.726462029044923,-0.0028154783683311253
<18 to 29,2023-04,2023-04-01,middle,4.443756948243511,4.703464155894409,-0.3506417117040279
<18 to 29,2023-04,2023-04-01,zero,4.268321934452903,4.698421654640853,-0.42723481209054104
<18 to 29,2023-05,2023-05-01,high,4.595675640496301,4.820447089684079,-0.1763944721218175
<18 to 29,2023-05,2023-05-01,middle,4.2742178714536205,4.950291851736296,-0.691621851493602
<18 to 29,2023-05,2023-05-01,zero,4.220934703645279,4.8653321512667835,-0.6590143953727334
<18 to 29,2023-06,2023-06-01,high,4.560044415433463,4.948127727786052,-0.3756015419054697
<18 to 29,2023-06,2023-06-01,middle,4.281395955865661,5.077497399924304,-0.8328110797042747
<18 to 29,2023-06,2023-06-01,zero,4.21282134216647,5.020362106508867,-0.8074625855954596
<18 to 29,2023-07,2023-07-01,high,4.57418159110495,4.940185896195064,-0.23929967870732738
<18 to 29,2023-07,2023-07-01,middle,4.326143900087233,4.935256362570419,-0.663446895320038
<18 to 29,2023-07,2023-07-01,zero,4.18871224443279,5.068612364819236,-0.8367645948630806
<18 to 29,2023-08,2023-08-01,high,4.6839552418629475,4.567791854727616,0.27230020631288615
<18 to 29,2023-08,2023-08-01,middle,4.431421617924691,4.740624430285048,-0.27309623526387117
<18 to 29,2023-08,2023-08-01,zero,4.202120838922572,4.641414584819805,-0.42563478961674217
<18 to 29,2023-09,2023-09-01,high,4.716628735582643,4.870899432077387,-0.13830391686491952
<18 to 29,2023-09,2023-09-01,middle,4.448398961605881,5.005852952797495,-0.5890332478213732
<18 to 29,2023-09,2023-09-01,zero,4.31173225733166,4.933870616372116,-0.6275749630976526
<18 to 29,2023-10,2023-10-01,high,4.7666269342013985,4.926058498584389,-0.07723916295209611
<18 to 29,2023-10,2023-10-01,middle,4.527296925299461,4.995078747575159,-0.46346881075370855
<18 to 29,2023-10,2023-10-01,zero,4.306926209952143,4.84577837619986,-0.5223832789942834
<18 to 29,2023-11,2023-11-01,high,4.753434896566742,4.841223517221083,-0.004953996914758586
<18 to 29,2023-11,2023-11-01,middle,4.589786114024256,4.780340086341483,-0.28934298781842116
<18 to 29,2023-11,2023-11-01,zero,4.280598228895816,4.807209523947426,-0.4905158676451999
<18 to 29,2023-12,2023-12-01,high,4.742323027193846,4.494441606978095,0.31164658450162885
<18 to 29,2023-12,2023-12-01,middle,4.5000934685230725,4.545340118224678,-0.08119711904267021
<18 to 29,2023-12,2023-12-01,zero,4.235105934028034,4.522637434322235,-0.22358632961456307
<18 to 29,2024-01,2024-01-01,high,4.7279123539651655,4.748554084832648,0.051237809066618054
<18 to 29,2024-01,2024-01-01,middle,4.565682049828489,4.855382280200101,-0.27304369713549315
<18 to 29,2024-01,2024-01-01,zero,4.327210198530505,4.753330082526552,-0.42383284720301
<18 to 29,2024-02,2024-02-01,high,4.7310144797791365,4.79593293051114,0.07450546587819047
<18 to 29,2024-02,2024-02-01,middle,4.549720207419753,4.77610775612485,-0.27072891677891214
<18 to 29,2024-02,2024-02-01,zero,4.33868682554184,4.692327944526831,-0.3493579445131858
<18 to 29,2024-03,2024-03-01,high,4.763396706022905,4.648280147220361,0.11786232495338515
<18 to 29,2024-03,2024-03-01,middle,4.47710788060827,4.639851687977835,-0.21229564411622062
<18 to 29,2024-03,2024-03-01,zero,4.291943341928249,4.740822089903714,-0.3753929740370182
<18 to 29,2024-04,2024-04-01,high,4.59730002114754,4.794501191746656,-0.09019942039936661
<18 to 29,2024-04,2024-04-01,middle,4.282336384445082,4.767903538267752,-0.4142682401825384
<18 to 29,2024-04,2024-04-01,zero,4.289086559105507,4.772113712777453,-0.5207850389987438
<18 to 29,2024-06,2024-06-01,high,4.645256703208519,4.894014351497195,-0.26086110334389023
<18 to 29,2024-06,2024-06-01,middle,4.294872030975053,4.944867424820273,-0.6879449245065619
<18 to 29,2024-06,2024-06-01,zero,4.205436342783655,4.952364311373518,-0.790517627364715
<18 to 29,2024-07,2024-07-01,high,4.677172750073683,4.865765848115327,-0.24979751294511834
<18 to 29,2024-07,2024-07-01,middle,4.251099818179956,5.0393338831104115,-0.7156890155234449
<18 to 29,2024-07,2024-07-01,zero,4.2192375440555745,5.044078022090979,-0.872351944030233
<18 to 29,2024-08,2024-08-01,high,4.708966751765374,4.463184519654142,0.3621285081155138
<18 to 29,2024-08,2024-08-01,middle,4.27424848899389,4.551115396563841,-0.18697570659535293
<18 to 29,2024-08,2024-08-01,zero,4.254468433400926,4.557999249478694,-0.31751198655900104
<18 to 29,2024-09,2024-09-01,high,4.711793492219978,5.010051723957267,-0.1434837479180959
<18 to 29,2024-09,2024-09-01,middle,4.393113008547536,5.070016728336617,-0.586135280495645
<18 to 29,2024-09,2024-09-01,zero,4.287989317066331,4.917674301212212,-0.6496997941822368
<18 to 29,2024-10,2024-10-01,high,4.758752433055921,5.039553912893502,-0.10676368234006756
<18 to 29,2024-10,2024-10-01,middle,4.526825883117598,5.007496807499959,-0.5270798316945999
<18 to 29,2024-10,2024-10-01,zero,4.340955272113432,4.956576802929781,-0.6173527018725902
<18 to 29,2024-11,2024-11-01,high,4.724755082255227,4.7445144207673335,0.11746249436173684
<18 to 29,2024-11,2024-11-01,middle,4.52409128188477,4.778757661170862,-0.31939036216866556
<18 to 29,2024-11,2024-11-01,zero,4.2966017001313555,4.757222241347484,-0.4604237534022592
<18 to 29,2024-12,2024-12-01,high,4.6967342858041645,4.536047087858896,0.3063611738536984
<18 to 29,2024-12,2024-12-01,middle,4.448198442389222,4.56798273505171,-0.07856021727488748
<18 to 29,2024-12,2024-12-01,zero,4.282119610988156,4.569343832585135,-0.23853520491062088
<18 to 29,2025-01,2025-01-01,high,4.698102081254704,4.717913613255804,0.08703135537580196
<18 to 29,2025-01,2025-01-01,middle,4.422151689450045,4.763658596274647,-0.316586312082372
<18 to 29,2025-01,2025-01-01,zero,4.3283879177636555,4.737076574401868,-0.3987027697824026
<18 to 29,2025-02,2025-02-01,high,4.776030752016459,4.7133510552994125,0.1557927915577143
<18 to 29,2025-02,2025-02-01,middle,4.44283320887416,4.710890846846731,-0.22907573023113934
<18 to 29,2025-02,2025-02-01,zero,4.334601587387047,4.689319631177619,-0.37563219587456614
<18 to 29,2025-03,2025-03-01,high,4.766621460075387,4.8111713684925865,0.06846584609069727
<18 to 29,2025-03,2025-03-01,middle,4.478364114444135,4.937238071485943,-0.39555371387711347
<18 to 29,2025-03,2025-03-01,zero,4.319285346833152,4.776304008517226,-0.4503470607692634
<18 to 29,2025-04,2025-04-01,high,4.653494031616446,4.678736292010492,-0.0028144580909276284
<18 to 29,2025-04,2025-04-01,middle,4.332403029984901,4.836963845102731,-0.36066840208164563
<18 to 29,2025-04,2025-04-01,zero,4.2264395882561105,4.647958164194965,-0.446608078021823
<18 to 29,2025-05,2025-05-01,high,4.662496323849797,4.833461212525026,-0.08547560396855523
<18 to 29,2025-05,2025-05-01,middle,4.31595239068667,4.863265883196468,-0.5081287572508625
<18 to 29,2025-05,2025-05-01,zero,4.198643095355241,4.823178864545377,-0.6315039738237124
<18 to 29,2025-06,2025-06-01,high,4.656576466212939,4.929810244167368,-0.23000298056035207
<18 to 29,2025-06,2025-06-01,middle,4.284263140211343,4.950297620190325,-0.7021126461986144
<18 to 29,2025-06,2025-06-01,zero,4.139357177349994,5.104650014817541,-0.959153369053129
<18 to 29,2025-07,2025-07-01,high,4.668395379199403,4.9268394692339275,-0.22618247226907767
<18 to 29,2025-07,2025-07-01,middle,4.287653814733872,5.0221843103006165,-0.7366056845649528
<18 to 29,2025-07,2025-07-01,zero,4.168830268564544,5.074713887413382,-0.9402931172039815
<18 to 29,2025-08,2025-08-01,high,4.690474621553291,4.487046360216474,0.387732505074506
<18 to 29,2025-08,2025-08-01,middle,4.414420251046589,4.631610197938297,-0.16858977238275918
<18 to 29,2025-08,2025-08-01,zero,4.216095911999867,4.621802417403656,-0.43720077601570717
<18 to 29,2025-09,2025-09-01,high,4.833264723732591,4.994595197584236,-0.16310735500776413
<18 to 29,2025-09,2025-09-01,middle,4.4378175079471776,5.004494122316971,-0.6309133311956389
<18 to 29,2025-09,2025-09-01,zero,4.284890626870769,5.074288302516969,-0.8003250157359763
<18 to 29,2025-10,2025-10-01,high,4.791450767297684,4.91612515838751,-0.06174913779571553
<18 to 29,2025-10,2025-10-01,middle,4.465819496724144,4.918801672619013,-0.48805411788410424
<18 to 29,2025-10,2025-10-01,zero,4.307962079461345,4.9610845981440095,-0.6423622060464808
<18 to 29,2025-11,2025-11-01,high,4.764536607145223,4.816520839981545,0.09812962693454017
<18 to 29,2025-11,2025-11-01,middle,4.436543829761309,4.786588398520154,-0.3249321551655396
<18 to 29,2025-11,2025-11-01,zero,4.31776025214434,4.788943007964621,-0.48991733915839525
<18 to 29,2025-12,2025-12-01,high,4.7090165097835275,4.632973295769442,0.21288661243267532
<18 to 29,2025-12,2025-12-01,middle,4.472705156838763,4.612803272409881,-0.16881779444209954
<18 to 29,2025-12,2025-12-01,zero,4.302453814786284,4.650960121698738,-0.31999545712952415
<18 to 29,2026-01,2026-01-01,high,4.819743325813328,4.680128145587764,0.14836772260699696
<18 to 29,2026-01,2026-01-01,middle,4.499187950197176,4.887669724311495,-0.28358531687784233
<18 to 29,2026-01,2026-01-01,zero,4.3240199690138255,4.730122019439919,-0.419328082955138
<18 to 29,2026-02,2026-02-01,high,4.797119338182763,4.789318854595317,0.15641682395804157
<18 to 29,2026-02,2026-02-01,middle,4.495115990202188,4.7584089038471955,-0.28139480974436504
<18 to 29,2026-02,2026-02-01,zero,4.333229563834603,4.789360655491576,-0.43784561820853957
<18 to 29,2026-03,2026-03-01,high,4.8303417638989545,4.724958394201974,0.09969818939776301
<18 to 29,2026-03,2026-03-01,middle,4.432917677679695,4.958879065885141,-0.450886109587759
<18 to 29,2026-03,2026-03-01,zero,4.301514073787939,4.916911904041412,-0.589799390990888
