cno4,occupation_title,2021-01,2026-01,observed_exposure_rf,observed_exposure_cosine_weighted,observed_exposure_cosine_nearest,avg_monthly_unemployment_growth_pp
3716,Auxiliares laicos de las religiones,12.0,8.0,0.0988656083333333,0.1116,0.1116,-0.6757751801802744
3721,Atletas y deportistas,1050.0,699.0,0.0914127426190475,0.0,0.0,-0.6781578348629314
3722,Entrenadores y árbitros de actividades deportivas,2611.0,1850.0,0.0784922602380952,0.01681420924203,0.0,-0.5742460843779303
3723,Instructores de actividades deportivas,13208.0,6884.0,0.0630766390476191,0.0569791581994414,0.0,-1.086038047114224
3724,Monitores de actividades recreativas y de entretenimiento,18311.0,10184.0,0.0656925630952381,0.029906784306698,0.0,-0.9778068515074522
3731,Fotógrafos,5144.0,2950.0,0.1364589277777776,0.195,0.195,-0.9267096943059834
3732,Diseñadores y decoradores de interior,6565.0,4444.0,0.0570313139682539,0.0,0.0,-0.6503293932956271
3733,"Técnicos en galerías de arte, museos y bibliotecas",3814.0,2761.0,0.0792983111904762,0.0,0.0,-0.5384759570503512
3734,Chefs,1465.0,689.0,0.1063848642857143,0.0,0.0,-1.2572820840625143
3739,Otros técnicos y profesionales de apoyo de actividades culturales y artísticas,877.0,801.0,0.1298554465079364,0.3565,0.3565,-0.15107674217303893
3811,Técnicos en operaciones de sistemas informáticos,1255.0,1334.0,0.1236772792857142,0.3373,0.3373,0.10174395818280799
3812,Técnicos en asistencia al usuario de tecnologías de la información,10468.0,8727.0,0.2319464655555556,0.4685,0.4685,-0.3031688608112078
3813,Técnicos en redes,453.0,622.0,0.1879479992857142,0.2867,0.2867,0.5284132787602417
3814,Técnicos de la web,259.0,376.0,0.1536348745238095,0.4802,0.4802,0.6212684694839288
3820,Programadores informáticos,5307.0,7088.0,0.2602296697619047,0.5702894639052434,0.7451,0.48229418242837185
3831,Técnicos de grabación audiovisual,9938.0,7188.0,0.1051393581746032,0.0976550732267961,0.0,-0.5399213737646935
3832,Técnicos de radiodifusión,409.0,226.0,0.0925932564285714,0.0197,0.0197,-0.9886335946175266
3833,Técnicos de ingeniería de las telecomunicaciones,2239.0,2476.0,0.0806062926190475,0.0,0.0,0.16769169534288716
4111,Empleados de contabilidad,9277.0,6255.0,0.1902971118253967,0.1792227681417556,0.3104,-0.6569284579204352
4112,Empleados de control de personal y nóminas,2203.0,1390.0,0.1236186125396824,0.2274039256973496,0.4046,-0.7675272011293425
4113,"Empleados de oficina de servicios estadísticos, financieros y bancarios",6998.0,4345.0,0.1638427784126982,0.5099,0.5099,-0.7943310587135688
4121,Empleados de control de abastecimientos e inventario,7437.0,4408.0,0.0904999643506493,0.0,0.0,-0.8717441164509143
4122,Empleados de oficina de servicios de apoyo a la producción,6839.0,6441.0,0.0769931804761905,0.0666812397662978,0.0934,-0.09992952425201078
4123,Empleados de logística y transporte de pasajeros y mercancías,3007.0,2183.0,0.0936908292857142,0.08463883115135,0.0956,-0.5337380440643077
4210,Empleados de bibliotecas y archivos,2158.0,2206.0,0.1029277479365079,0.100352156367876,0.0978,0.03666508999227898
4221,Empleados de servicios de correos (excepto empleados de mostrador),6135.0,3553.0,0.0661492609523809,0.0533968763060235,0.0,-0.9103629352066427
4222,Codificadores y correctores de imprenta,324.0,249.0,0.1377668068253967,0.1781,0.1781,-0.43881769887936944
4223,Empleados de servicio de personal,287.0,259.0,0.0885944228571428,0.4046,0.4046,-0.17109025676680675
4301,Grabadores de datos,6417.0,4100.0,0.1254285747619048,0.4245357798551884,0.6707,-0.746606241763527
4309,Empleados administrativos sin tareas de atención al público no clasificados bajo otros epígrafes,263451.0,176750.0,0.1743223194444444,0.4528,0.4528,-0.66521847943014
4411,Empleados de información al usuario,7396.0,8239.0,0.1778885515873016,0.4338,0.4338,0.17989943968096017
4412,Recepcionistas (excepto de hoteles),37616.0,25356.0,0.1621506552886004,0.4338,0.4338,-0.6573568389596574
4421,Empleados de agencias de viajes,6184.0,3281.0,0.1495526167316016,0.326858163893616,0.4054,-1.056361762176928
4422,Recepcionistas de hoteles,15154.0,7735.0,0.1351090821717171,0.1798927600975328,0.1725,-1.1208483991402542
4423,Telefonistas,7333.0,4327.0,0.0615523396031745,0.3862999999999999,0.0,-0.8791837464481932
4424,Teleoperadores,8365.0,7237.0,0.0791169183333333,0.2395099421791161,0.0,-0.2414159642579931
4430,Agentes de encuestas,1411.0,748.0,0.2162769969841271,0.4089343516848489,0.4316,-1.0577516231305615
4441,Cajeros de bancos y afines,2307.0,1063.0,0.0702739515079365,0.0231,0.0846,-1.2914214663863428
4442,Empleados de venta de apuestas,1520.0,1095.0,0.1150968597619048,0.0,0.0,-0.5465932859828682
4443,Empleados de sala de juegos y afines,2283.0,1287.0,0.0629537402380952,0.0133655910194138,0.0,-0.955294064889447
4444,Empleados de casas de empeño y de préstamos,9.0,7.0,0.0689558807142857,0.0653,0.0653,-0.41885738046817717
4445,"Cobradores de facturas, deudas y empleados afines",279.0,144.0,0.1159990867460317,0.2989,0.2989,-1.1023308037422745
4446,Empleados de mostrador de correos,331.0,251.0,0.0771843983333333,0.0,0.0,-0.46110906040879895
4500,Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes,3177.0,3114.0,0.141712455079365,0.4528,0.4528,-0.03338213645928789
5000,Camareros y cocineros propietarios,1096.0,667.0,0.0622941688095238,0.0,0.0,-0.8277207026538965
5110,Cocineros asalariados,74811.0,34638.0,0.0997215366666667,0.004005481376242,0.0116,-1.2833559794750322
5120,Camareros asalariados,213602.0,96815.0,0.0511525269047619,0.0139655490773945,0.0,-1.3188542156378733
5210,Jefes de sección de tiendas y almacenes,7335.0,4946.0,0.0997822646031746,0.2627,0.2627,-0.6567970708262028
5220,Vendedores en tiendas y almacenes,458157.0,275839.0,0.1014016864141414,0.3222,0.3222,-0.8456575965909606
5300,Comerciantes propietarios de tiendas,615.0,458.0,0.1239345676190476,0.3222,0.3222,-0.4912551394872204
5411,Vendedores en quioscos,445.0,293.0,0.1304257214285714,0.1758,0.1758,-0.6965027885819541
5412,Vendedores en mercados ocasionales y mercadillos,3746.0,2395.0,0.0828516138095238,0.1758,0.1758,-0.7455089552650292
5420,Operadores de telemarketing,2129.0,1305.0,0.0978598703968253,0.2852,0.2852,-0.8157489085611418
5430,Expendedores de gasolineras,4996.0,3196.0,0.0346439072222222,0.0,0.0,-0.7445626072655049
5491,Vendedores a domicilio,134.0,83.0,0.1158715963275614,0.1758,0.1758,-0.7983319869238549
5492,Promotores de venta,2442.0,1428.0,0.1119650521428571,0.0788,0.0788,-0.8942375196185341
5493,"Modelos de moda, arte y publicidad",201.0,110.0,0.1129572936507936,0.0,0.0,-1.004707570444432
5499,Vendedores no clasificados bajo otros epígrafes,407.0,333.0,0.1200045508730158,0.1758,0.1758,-0.33445115910358447
5500,Cajeros y taquilleros (excepto bancos),47930.0,32814.0,0.0556907646031745,0.0452897788739257,0.0846,-0.6314772659647468
5611,Auxiliares de enfermería hospitalaria,34876.0,27003.0,0.0426618597619047,0.0,0.0,-0.426418237704187
5612,Auxiliares de enfermería de atención primaria,1229.0,1489.0,0.0773743766666667,0.0,0.0,0.3198398718632915
5621,Técnicos auxiliares de farmacia,5757.0,4621.0,0.0572934116666666,0.0477868337482959,0.0735,-0.36634228967590643
5622,Técnicos de emergencias sanitarias,748.0,816.0,0.0611371811904762,0.0,0.0,0.14501896164938208
5629,Trabajadores de los cuidados a las personas en servicios de salud no clasificados bajo otros epígrafes,16323.0,14146.0,0.0406201830952381,0.0,0.0,-0.2385720959301659
5710,Trabajadores de los cuidados personales a domicilio,23233.0,14293.0,0.0400841314285714,0.0,0.0,-0.8096729581102864
5721,Cuidadores de niños en guarderías y centros educativos,26600.0,17193.0,0.0274668018253968,0.0395,0.0122,-0.7273481525832389
5722,Cuidadores de niños en domicilios,19087.0,11839.0,0.0478616150793651,0.0122,0.0122,-0.7960138476970938
5811,Peluqueros,45444.0,28336.0,0.0654087923593073,0.007952685443072,0.0304,-0.7872461961119666
5812,"Especialistas en tratamientos de estética, bienestar y afines",20902.0,15851.0,0.0749591059523809,0.0,0.0,-0.4610204305942596
5821,"Auxiliares de vuelo y camareros de avión, barco y tren",2195.0,1128.0,0.036513627063492,0.0716335880586365,0.1169,-1.109559822418779
5822,Revisores y cobradores de transporte terrestre,141.0,82.0,0.0884556157142856,0.0,0.1169,-0.9034010718565251
5823,Acompañantes turísticos,588.0,275.0,0.0649493623015873,0.4054,0.4054,-1.2665930837200918
5824,Azafatos de tierra,2313.0,1202.0,0.0488241221428571,0.0476,0.0476,-1.0909309118938104
5825,Guías de turismo,4508.0,2078.0,0.0718135242063491,0.4054,0.4054,-1.2907461725008245
5831,"Supervisores de mantenimiento y limpieza en oficinas, hoteles y otros establecimientos",1628.0,825.0,0.0481677602380952,0.0435999999999999,0.0436,-1.1328736003796742
5832,Mayordomos del servicio doméstico,28.0,20.0,0.0505494107142856,0.0,0.0,-0.5607870610353549
5833,Conserjes de edificios,26214.0,23205.0,0.0397435887301587,0.067,0.1875,-0.20320974417369206
5840,Trabajadores propietarios de pequeños alojamientos,17.0,17.0,0.0722918443650793,0.1215,0.1215,0.0
5891,Asistentes personales o personas de compañía,11037.0,10620.0,0.1018079826190477,0.0,0.1875,-0.06419041496159276
5892,Empleados de pompas fúnebres y embalsamadores,592.0,554.0,0.0349390793650793,0.0024391715996985,0.0,-0.1105699135612026
5893,Cuidadores de animales y adiestradores,2256.0,1689.0,0.0151257639682539,0.0,0.0,-0.482427826350249
5894,Instructores de autoescuela,614.0,361.0,0.0744445811904762,0.1563,0.1563,-0.8851949496904361
5895,"Astrólogos, adivinadores y afines",12.0,11.0,0.1381617332539682,0.3849,0.3849,-0.14501896164938283
5899,Trabajadores de servicios personales no clasificados bajo otros epígrafes,1669.0,822.0,0.0594983043650793,0.1244,0.0407,-1.1803992143427584
5910,Guardias civiles,38.0,31.0,0.0579640576190476,0.0,0.0,-0.3393315920687323
5921,Policías nacionales,48.0,29.0,0.0798795794444444,0.1234,0.1234,-0.8398419682023617
5922,Policías autonómicos,26.0,19.0,0.0675974432395382,0.1234,0.1234,-0.5227625980917364
5923,Policías locales,209.0,165.0,0.074698483001443,0.1234,0.1234,-0.3939812967737178
5931,Bomberos (excepto forestales),300.0,237.0,0.0482554526984127,0.0,0.0,-0.39287055586844905
5932,Bomberos forestales,917.0,496.0,0.0386605476190476,0.0,0.0,-1.0242192425525614
5941,Vigilantes de seguridad y similares habilitados para ir armados,8151.0,4818.0,0.0349288566666666,0.0,0.0,-0.8763028581994033
5942,Auxiliares de vigilante de seguridad y similares no habilitados para ir armados,20207.0,11760.0,0.0240057519047618,0.0,0.0,-0.9022085609347977
5991,Vigilantes de prisiones,30.0,16.0,0.0411714324603174,0.0,0.0,-1.0476810990372905
5992,Bañistas-socorristas,7546.0,3316.0,0.0468997485714285,0.0,0.0,-1.3704306404484523
5993,Agentes forestales y medioambientales,707.0,467.0,0.0414378493506493,0.0,0.0,-0.6911690137127928
5999,Trabajadores de los servicios de protección y seguridad no clasificados bajo otros epígrafes,414.0,306.0,0.0575055501587301,0.0571,0.0571,-0.5038014531215559
6110,"Trabajadores cualificados en actividades agrícolas (excepto en huertas, invernaderos, viveros y jardines)",27735.0,12794.0,0.0761825999999999,0.0203,0.0203,-1.2895314041320856
6120,"Trabajadores cualificados en huertas, invernaderos, viveros y jardines",45264.0,26674.0,0.065286304047619,0.0203,0.0203,-0.8813711772650142
6201,Trabajadores cualificados en actividades ganaderas de vacuno,176.0,101.0,0.0472058577777777,0.0,0.0,-0.9256057969948195
6202,Trabajadores cualificados en actividades ganaderas de ovino y caprino,502.0,231.0,0.0472145147619047,0.0,0.0,-1.2936373486165593
6203,Trabajadores cualificados en actividades ganaderas de porcino,384.0,204.0,0.0413600689682539,0.0,0.0,-1.054204264572518
6204,Trabajadores cualificados en apicultura y sericicultura,65.0,60.0,0.0592707938095238,0.0,0.0,-0.1334045127892273
6205,Trabajadores cualificados en la avicultura y la cunicultura,465.0,270.0,0.0466508245238095,0.0,0.0,-0.9060257443149681
6209,Trabajadores cualificados en actividades ganaderas no clasificados bajo otros epígrafes,985.0,644.0,0.0531385152380952,0.0,0.0,-0.7082381917795585
6300,Trabajadores cualificados en actividades agropecuarias mixtas,211.0,121.0,0.0746109852380952,0.0,0.0,-0.9267793131322088
6410,Trabajadores cualificados en actividades forestales y del medio natural,3482.0,1791.0,0.0307478095238095,0.0,0.0,-1.1080545304457063
6421,Trabajadores cualificados en la acuicultura,388.0,198.0,0.0670032478571428,0.0,0.0,-1.1212305148812307
6422,Pescadores de aguas costeras y aguas dulces,175.0,80.0,0.0726556263492064,0.0,0.0,-1.3045988987493888
6423,Pescadores de altura,2425.0,1037.0,0.0452378568253968,0.0,0.0,-1.4158326585700938
6430,Trabajadores cualificados en actividades cinegéticas,4.0,3.0,0.0816859276190476,0.0,0.0,-0.479470120752968
7111,Encofradores y operarios de puesta en obra de hormigón,18443.0,7746.0,0.0204599371428571,0.0,0.0,-1.4458471893468459
7112,Montadores de prefabricados estructurales (sólo hormigón),80.0,51.0,0.0338980938095238,0.0,0.0,-0.7503350032492592
7121,Albañiles,87362.0,42098.0,0.0333640157142857,0.0,0.0,-1.216766953142967
7122,"Canteros, tronzadores, labrantes y grabadores de piedras",1227.0,609.0,0.0352148342857143,0.0,0.0,-1.16751529500169
7131,Carpinteros (excepto ebanistas),21216.0,10823.0,0.0367361504761905,0.0,0.0,-1.1218035244840714
7132,Instaladores de cerramientos metálicos y carpinteros metálicos (excepto montadores de estructuras metálicas),8910.0,4808.0,0.0323768242857143,0.0,0.0,-1.0281550737496865
7191,Mantenedores de edificios,9622.0,6023.0,0.0292557428571428,0.0,0.0,-0.7807777820261297
7192,Instaladores de fachadas técnicas,18.0,35.0,0.0819495039682539,0.0,0.0,1.1082938393220816
7193,Instaladores de sistemas de impermeabilización en edificios,555.0,303.0,0.051139865,0.0,0.0,-1.0087255137284428
7199,Otros trabajadores de las obras estructurales de construcción no clasificados bajo otros epígrafes,4650.0,2574.0,0.0322926885714285,0.0,0.0,-0.9856768507088838
7211,Escayolistas,3792.0,1812.0,0.0532698105555555,0.0,0.0,-1.2307706279533148
7212,Aplicadores de revestimientos de pasta y mortero,4539.0,2076.0,0.0281958892857142,0.0,0.0,-1.3037729302844776
7221,Fontaneros,14468.0,7711.0,0.0318167421428571,0.0042532854156565,0.0116,-1.0488190553983785
7222,Montadores-instaladores de gas en edificios,663.0,381.0,0.0434955769841269,0.0,0.0,-0.9232926917652687
7223,Instaladores de conductos en obra pública,219.0,86.0,0.0320956642857142,0.0,0.0116,-1.5578740559383226
7231,Pintores y empapeladores,32713.0,18296.0,0.0767884523809523,0.0,0.0,-0.9684834928268089
7232,Pintores en las industrias manufactureras,4968.0,2503.0,0.045856773015873,0.0,0.0,-1.1425455536359008
7240,"Soladores, colocadores de parquet y afines",7270.0,3553.0,0.0200046903968253,0.0,0.0,-1.19327329084423
7250,Mecánicos-instaladores de refrigeración y climatización,4159.0,2339.0,0.0573541366666666,0.0111193321419979,0.0191,-0.9592519552645529
7291,Montadores de cubiertas,585.0,269.0,0.0337482694444444,0.0083186317710264,0.0157,-1.2948341127166962
7292,Instaladores de material aislante térmico y de insonorización,906.0,517.0,0.0422403094444444,0.0220758227544621,0.0439,-0.9349940525575843
7293,Cristaleros,1545.0,857.0,0.0426281992857142,0.0,0.0,-0.9822354512234425
7294,Montadores-instaladores de placas de energía solar,1337.0,1080.0,0.0303025514285714,0.0,0.0,-0.35577876163946254
7295,Personal de limpieza de fachadas de edificios y chimeneas,343.0,235.0,0.0260817638095238,0.0,0.0,-0.6302415550363009
7311,Moldeadores y macheros,117.0,50.0,0.023885915,0.0,0.0,-1.4169182156160172
7312,Soldadores y oxicortadores,15996.0,8217.0,0.0290572735497835,0.0,0.0,-1.110222520059203
7313,Chapistas y caldereros,8379.0,4062.0,0.0351965569047619,0.0,0.0,-1.206755187454928
7314,Montadores de estructuras metálicas,3476.0,1688.0,0.026058508095238,0.0169768720317621,0.0,-1.2038963520489654
7315,Montadores de estructuras cableadas y empalmadores de cables,659.0,338.0,0.033438144047619,0.0,0.0,-1.1127960650324806
7321,Herreros y forjadores,1502.0,761.0,0.0683576293650794,0.0,0.0,-1.1331991241039896
7322,"Trabajadores de la fabricación de herramientas, mecánico-ajustadores, modelistas, matriceros y afines",4141.0,2087.0,0.0628165026190476,0.0,0.0,-1.1420161274472784
7323,Ajustadores y operadores de máquinas-herramienta,5457.0,3499.0,0.0173922161904762,0.0140571954142531,0.0,-0.7407032913642375
7324,Pulidores de metales y afiladores de herramientas,345.0,174.0,0.0367326402380952,0.0,0.0,-1.1408151963613853
7401,Mecánicos y ajustadores de vehículos de motor,24407.0,13412.0,0.0332585967460317,0.0,0.0,-0.9978669129956211
7402,Mecánicos y ajustadores de motores de avión,199.0,110.0,0.0247323214285714,0.0,0.0,-0.9880407648867929
7403,Mecánicos y ajustadores de maquinaria agrícola e industrial,8301.0,4791.0,0.01699223,0.0081929009414029,0.0,-0.9160613859531884
7404,Mecánicos y ajustadores de maquinaria naval y ferroviaria,176.0,75.0,0.0308059014285714,0.0,0.0,-1.421659802503069
7405,Reparadores de bicicletas y afines,346.0,247.0,0.0386963545238095,0.0,0.0,-0.5617507307162454
7510,Electricistas de la construcción y afines,20774.0,10874.0,0.0320978356349206,0.0,0.0,-1.0788793101364824
7521,Mecánicos y reparadores de equipos eléctricos,10375.0,6082.0,0.0188003016666666,0.0,0.0,-0.8901091281026474
7522,Instaladores y reparadores de líneas eléctricas,590.0,333.0,0.0259684295238095,0.0,0.0,-0.953300078198868
7531,Mecánicos y reparadores de equipos electrónicos,3176.0,1968.0,0.0438968961904761,0.0184651685695192,0.0,-0.7976745745913805
7532,Instaladores y reparadores en electro medicina,44.0,32.0,0.0286411399999999,0.0,0.0,-0.5307562185308908
7533,Instaladores y reparadores en tecnologías de la información y las comunicaciones,5240.0,3678.0,0.0481144207936508,0.0151927001250897,0.0,-0.5899206202513666
7611,Relojeros y mecánicos de instrumentos de precisión,361.0,242.0,0.0581976161904762,0.0186183361395971,0.0,-0.6665670536269896
7612,Lutieres y similares; afinadores de instrumentos musicales,83.0,62.0,0.0388418481746031,0.0,0.0,-0.48617703791917766
7613,"Joyeros, orfebres y plateros",1940.0,993.0,0.0240592581746031,0.0,0.0,-1.1161876466870022
7614,"Trabajadores de la cerámica, alfareros y afines",1458.0,822.0,0.0413700165079364,0.0,0.0,-0.9551341958540401
7615,"Sopladores, modeladores, laminadores, cortadores y pulidores de vidrio",166.0,102.0,0.0377222633333333,0.0,0.0,-0.811691625120455
7616,"Rotulistas, grabadores de vidrio, pintores decorativos de artículos diversos",1712.0,968.0,0.0770262671428571,0.0,0.0,-0.9503091157085178
7617,Artesanos en madera y materiales similares,345.0,159.0,0.0328610619047619,0.0539,0.0539,-1.2910670246852143
7618,"Artesanos en tejidos, cueros y materiales similares, preparadores de fibra y tejedores con telares artesanos o de tejidos de punto y afines",2119.0,1019.0,0.06385437,0.0539,0.0539,-1.2202042084092908
7619,Artesanos no clasificados bajo otros epígrafes,286.0,159.0,0.0443916964285714,0.0539,0.0539,-0.9784793476660346
7621,Trabajadores de procesos de preimpresión,640.0,379.0,0.0567729904761904,0.2595899969748263,0.1018,-0.8732199521188184
7622,Trabajadores de procesos de impresión,3607.0,2165.0,0.0347085685714285,0.0,0.0,-0.8507600674449157
7623,Trabajadores de procesos de encuadernación,1127.0,572.0,0.0475598208730158,0.0,0.0,-1.1302925377666313
7701,Matarifes y trabajadores de las industrias cárnicas,7316.0,4955.0,0.0442992735714285,0.0,0.0,-0.6494442712444481
7702,Trabajadores de las industrias del pescado,1856.0,889.0,0.0438217797619047,0.0,0.0,-1.2268027963870691
7703,"Panaderos, pasteleros y confiteros",9784.0,5900.0,0.0450327859523809,0.0,0.0,-0.8429934124553284
7704,Trabajadores del tratamiento de la leche y elaboración de productos lácteos (incluidos helados),581.0,330.0,0.0652429455555555,0.0,0.0,-0.9427635039856419
7705,Trabajadores conserveros de frutas y hortalizas y trabajadores de la elaboración de bebidas no alcohólicas,9263.0,5112.0,0.0629830361111111,0.0,0.0,-0.9907287553277626
7706,Trabajadores de la elaboración de bebidas alcohólicas distintas del vino,79.0,70.0,0.0826608849999999,0.0,0.0,-0.20158768402943691
7707,Trabajadores de la elaboración del vino,523.0,304.0,0.0823073097619048,0.0,0.0,-0.9042562710978357
7708,Preparadores y elaboradores del tabaco y sus productos,158.0,49.0,0.0446336019047619,0.0,0.0,-1.9512912248605674
7709,Catadores y clasificadores de alimentos y bebidas,595.0,438.0,0.1795426070634921,0.0,0.0,-0.510570825281973
7811,Trabajadores del tratamiento de la madera,364.0,189.0,0.0292141295238095,0.0,0.0,-1.0923447542951632
7812,Ajustadores y operadores de máquinas para trabajar la madera,1558.0,788.0,0.0213743576190476,0.0,0.0,-1.1361002276213572
7820,Ebanistas y trabajadores afines,3283.0,1682.0,0.0219808239682539,0.0,0.0,-1.1146234616144997
7831,"Sastres, modistos, peleteros y sombrereros",5982.0,3437.0,0.0400618578571428,0.0342,0.0342,-0.9235932705667634
7832,Patronistas para productos en textil y piel,1238.0,743.0,0.0578555100793651,0.0140555485863288,0.0,-0.8509273475446373
7833,"Cortadores de tejidos, cuero, piel y otros materiales",1341.0,634.0,0.0437335542857143,0.0,0.0152,-1.2485365480740878
7834,"Costureros a mano, bordadores y afines",5450.0,3071.0,0.0331493646825397,0.0,0.0342,-0.9560206120274463
7835,"Tapiceros, colchoneros y afines",2099.0,1202.0,0.036638504047619,0.0,0.0,-0.9291236745424669
7836,Curtidores y preparadores de pieles,132.0,58.0,0.0365621254761904,0.0,0.0,-1.3705981867332524
7837,Zapateros y afines,4052.0,2053.0,0.0227462230952381,0.0,0.0,-1.1331807472493989
7891,Buceadores,556.0,228.0,0.0343009734920635,0.0,0.0,-1.4857044421602355
7892,Pegadores,120.0,60.0,0.0255386624603174,0.0,0.0,-1.1552453009332422
7893,"Clasificadores y probadores de productos (excepto alimentos, bebidas y tabaco)",1101.0,624.0,0.1208327707142857,0.0324,0.0324,-0.9463729472554198
7894,Fumigadores y otros controladores de plagas y malas hierbas,298.0,164.0,0.0718276519047619,0.0228765052389715,0.0,-0.9953784311353431
7899,"Oficiales, operarios y artesanos de otros oficios no clasificados bajo otros epígrafes",155.0,142.0,0.0579945883333333,0.0539,0.0539,-0.14599676552997654
8111,Mineros y otros operadores en instalaciones mineras,1116.0,278.0,0.0201003519047619,0.0,0.0,-2.316475048751032
8112,Operadores en instalaciones para la preparación de minerales y rocas,1273.0,612.0,0.0180934014285714,0.0425,0.0,-1.2206655267418014
8113,Sondistas y trabajadores afines,351.0,181.0,0.0364162209523809,0.0,0.0,-1.103815320333399
8114,Operadores de maquinaria para fabricar productos derivados de minerales no metálicos,1003.0,447.0,0.020033448095238,0.0,0.0,-1.3469869889139445
8121,Operadores en instalaciones para la obtención y transformación de metales,955.0,635.0,0.0211055133333333,0.0,0.0,-0.6801439026467311
8122,"Operadores de máquinas pulidoras, galvanizadoras y recubridoras de metales",507.0,310.0,0.024829395,0.0,0.0,-0.8198978435199854
8131,Operadores en plantas industriales químicas,1175.0,853.0,0.0616781573809524,0.0112788100782629,0.0,-0.533773131810967
8132,"Operadores de máquinas para fabricar productos farmacéuticos, cosméticos y afines",494.0,364.0,0.039734106031746,0.0,0.0,-0.5089694159186372
8133,Operadores de laboratorios fotográficos y afines,1018.0,609.0,0.0347719799999999,0.0059891496618481,0.0108,-0.8562948823342846
8141,Operadores de máquinas para fabricar productos de caucho y derivados de resinas naturales,683.0,459.0,0.0298333234920634,0.0,0.0,-0.6624077491837413
8142,Operadores de máquinas para fabricar productos de material plástico,3322.0,1976.0,0.0587980042857143,0.0,0.0,-0.8658206864423779
8143,Operadores de máquinas para fabricar productos de papel y cartón,704.0,408.0,0.0325282838095238,0.0106984845394086,0.0,-0.9091853029231345
8144,"Operadores de serrerías, de máquinas de fabricación de tableros y de instalaciones afines para el tratamiento de la madera y el corcho",682.0,337.0,0.0306285578571428,0.0,0.0,-1.174911212485168
8145,Operadores en instalaciones para la preparación de pasta de papel y fabricación de papel,486.0,263.0,0.0412316054761904,0.0,0.0,-1.0234243195378816
8151,"Operadores de máquinas para preparar fibras, hilar y devanar",1629.0,752.0,0.0289807703968253,0.0,0.0,-1.2883088077536753
8152,Operadores de telares y otras máquinas tejedoras,2130.0,1042.0,0.0297497564285714,0.0238771431710024,0.032,-1.1916333939835968
8153,Operadores de máquinas de coser y bordar,19277.0,10452.0,0.0386357443650793,0.0,0.0,-1.0201988795951482
8154,"Operadores de máquinas de blanquear, teñir, estampar y acabar textiles",2725.0,1489.0,0.0343795111904761,0.0211,0.0211,-1.007272790688892
8155,Operadores de máquinas para tratar pieles y cuero,338.0,145.0,0.031599865,0.0,0.0,-1.4105202551040745
8156,"Operadores de máquinas para la fabricación del calzado, marroquinería y guantería de piel",6456.0,2980.0,0.0250883071428571,0.0,0.0,-1.2884777174172246
8159,Operadores de máquinas para fabricar productos textiles no clasificados bajo otros epígrafes,179.0,109.0,0.0231120438095238,0.0,0.032,-0.8267298726860192
8160,"Operadores de máquinas para elaborar productos alimenticios, bebidas y tabaco",2822.0,1607.0,0.023703824047619,0.0,0.0,-0.9384612777920776
8170,Operadores de máquinas de lavandería y tintorería,2652.0,1492.0,0.0375942626190476,0.0,0.0,-0.9586609509034123
8191,Operadores de hornos e instalaciones de vidriería y cerámica,2227.0,1387.0,0.0197032514285714,0.0,0.0,-0.7891870782375602
8192,Operadores de calderas y máquinas de vapor,169.0,98.0,0.0135827368253968,0.0,0.0,-0.9082187270875018
8193,"Operadores de máquinas de embalaje, embotellamiento y etiquetado",3320.0,1937.0,0.0258619171428571,0.0,0.0,-0.8980406641725643
8199,Operadores de instalaciones y maquinaria fijas no clasificados bajo otros epígrafes,278.0,187.0,0.0315216231746031,0.0215,0.0215,-0.6608541613934167
8201,Ensambladores de maquinaria mecánica,3212.0,1839.0,0.0328878552380952,0.0155921667953219,0.0,-0.9294530841038863
8202,Ensambladores de equipos eléctricos y electrónicos,5647.0,3593.0,0.05979038,0.0472393927701655,0.0,-0.753561537598865
8209,Montadores y ensambladores no clasificados en otros epígrafes,7073.0,4058.0,0.0489903715079365,0.0,0.0,-0.9259907944170495
8311,Maquinistas de locomotoras,933.0,602.0,0.0312420287301587,0.0,0.0,-0.7302462592308719
8312,Agentes de maniobras ferroviarias,38.0,24.0,0.027646334047619,0.0,0.0,-0.7658872156307331
8321,Operadores de maquinaria agrícola móvil,1423.0,703.0,0.0103916971428571,0.0,0.0,-1.1752761771319786
8322,Operadores de maquinaria forestal móvil,132.0,79.0,0.0095948283333333,0.0,0.0,-0.8555901168655818
8331,Operadores de maquinaria de movimientos de tierras y equipos similares,7092.0,3099.0,0.0165979033333333,0.003484272347514,0.0,-1.3798131823439164
8332,"Operadores de grúas, montacargas y de maquinaria similar de movimiento de materiales",5348.0,2740.0,0.00948948,0.0,0.0,-1.1146078980661978
8333,Operadores de carretillas elevadoras,9132.0,6149.0,0.0358731735714285,0.0,0.0,-0.6591587694936951
8340,"Marineros de puente, marineros de máquinas y afines",1489.0,820.0,0.039426725,0.0,0.0,-0.9942594873761849
8411,"Conductores propietarios de automóviles, taxis y furgonetas",203.0,215.0,0.0675571150793651,0.0,0.0,0.09572008180979215
8412,"Conductores asalariados de automóviles, taxis y furgonetas",42271.0,25762.0,0.0422460247619047,0.0577325952151067,0.0,-0.8253345562753929
8420,Conductores de autobuses y tranvías,3868.0,1883.0,0.0516916207142857,0.0,0.0,-1.1997855465267209
8431,Conductores propietarios de camiones,1065.0,733.0,0.0764261964285714,0.0,0.0,-0.6226406270947896
